% Vallado SGP4 Result (TEME Frame)
% Time(min)      Rx(km)        Ry(km)        Rz(km)        Vx(km/s)      Vy(km/s)      Vz(km/s)
    208.0000   -1427.239222   -3731.088633    5702.406164    0.493340533    6.259739255    4.221151200
    209.0000   -1394.637021   -3347.866963    5943.385674    0.593013850    6.509779283    3.808680310
    210.0000   -1356.128965   -2950.468163    6159.128282    0.690132744    6.732148735    3.380221306
    211.0000   -1311.880608   -2540.580496    6348.729211    0.784289661    6.925933344    2.937600730
    212.0000   -1262.081564   -2119.943435    6511.394953    0.875090476    7.090340736    2.482699862
    213.0000   -1206.944653   -1690.340277    6646.446321    0.962155989    7.224702797    2.017446777
    214.0000   -1146.704962   -1253.590633    6753.321014    1.045123337    7.328477564    1.543808384
    215.0000   -1081.618829    -811.542806    6831.575710    1.123647325    7.401250658    1.063782485
    216.0000   -1011.962741    -366.066113    6880.887682    1.197401687    7.442736277    0.579389837
    217.0000    -938.032163      80.956851    6901.055936    1.266080256    7.452777785    0.092666262
    218.0000    -860.140301     527.637975    6892.001885    1.329398083    7.431347896   -0.394345218
    219.0000    -778.616796     972.091382    6853.769540    1.387092463    7.378548478   -0.879602207
    220.0000    -693.806360    1412.441167    6786.525246    1.438923909    7.294609985   -1.361070722
    221.0000    -606.067354    1846.829084    6690.556941    1.484677049    7.179890512   -1.836732954
    222.0000    -515.770320    2273.422171    6566.272954    1.524161452    7.034874476   -2.304594985
    223.0000    -423.296459    2690.420274    6414.200344    1.557212394    6.860170918   -2.762694480
    224.0000    -329.036066    3096.063473    6234.982775    1.583691538    6.656511403   -3.209108336
    225.0000    -233.386929    3488.639352    6029.377931    1.603487548    6.424747519   -3.641960282
    226.0000    -136.752696    3866.490125    5798.254484    1.616516617    6.165847945   -4.059428427
    227.0000     -39.541203    4228.019555    5542.588603    1.622722911    5.880895078   -4.459752716
    228.0000      57.837211    4571.699669    5263.460023    1.622078914    5.571081200   -4.841242294
    229.0000     154.971413    4896.077225    4962.047676    1.614585680    5.237704161   -5.202282726
    230.0000     251.451195    5199.779905    4639.624891    1.600272976    4.882162583   -5.541343045
    231.0000     346.868997    5481.522203    4297.554178    1.579199301    4.505950550   -5.856982591
    232.0000     440.821632    5740.110982    3937.281614    1.551451800    4.110651816   -6.147857580
    233.0000     532.911995    5974.450667    3560.330835    1.517146034    3.697933493   -6.412727367
