% Time(min)      Rx(km)        Ry(km)        Rz(km)        Vx(km/s)      Vy(km/s)      Vz(km/s)
   2550.0000     364.469084    5976.105657    3574.691047    1.415988038    3.752717927   -6.406638118
   2551.0000     448.597838    6188.472771    3182.984822    1.387312495    3.323692513   -6.645619717
   2552.0000     530.829150    6374.664559    2777.779010    1.352762275    2.880515462   -6.856464051
   2553.0000     610.814753    6533.888026    2360.789778    1.312481975    2.425066330   -7.038260397
   2554.0000     688.215806    6665.464658    1933.784230    1.266641104    1.959280398   -7.190222167
   2555.0000     762.704371    6768.833521    1498.572836    1.215433419    1.485140136   -7.311690995
   2556.0000     833.964844    6843.553818    1057.001630    1.159076123    1.004666321   -7.402140197
   2557.0000     901.695331    6889.306920     610.944222    1.097808940    0.519908874   -7.461177563
   2558.0000     965.608974    6905.897829     162.293667    1.031893049    0.032937472   -7.488547446
   2559.0000    1025.435199    6893.256077    -287.045776    0.961609913   -0.454167996   -7.484132127
   2560.0000    1080.920893    6851.436056    -735.166942    0.887259980   -0.939327048   -7.447952426
   2561.0000    1131.831508    6780.616757   -1180.168066    0.809161290   -1.420468244   -7.380167567
   2562.0000    1177.952066    6681.100945   -1620.161071    0.727647983   -1.895538745   -7.281074286
   2563.0000    1219.088084    6553.313759   -2053.279764    0.643068733   -2.362513745   -7.151105199
   2564.0000    1255.066389    6397.800750   -2477.687931    0.555785102   -2.819405682   -6.990826454
   2565.0000    1285.735849    6215.225381   -2891.587253    0.466169854   -3.264273179   -6.800934693
   2566.0000    1310.967989    6006.365993   -3293.225029    0.374605218   -3.695229653   -6.582253362
   2567.0000    1330.657508    5772.112274   -3680.901663    0.281481129   -4.110451527   -6.335728413
   2568.0000    1344.722684    5513.461238   -4052.977866    0.187193449   -4.508186021   -6.062423454
   2569.0000    1353.105685    5231.512760   -4407.881557    0.092142198   -4.886758463   -5.763514390
   2570.0000    1355.772755    4927.464683   -4744.114435   -0.003270217   -5.244579100   -5.440283629
   2571.0000    1352.714314    4602.607531   -5060.258180   -0.098640743   -5.580149399   -5.094113885
   2572.0000    1343.944942    4258.318860   -5354.980280   -0.193567393   -5.892067809   -4.726481665
   2573.0000    1329.503260    3896.057282   -5627.039456   -0.287650922   -6.179034994   -4.338950467
   2574.0000    1309.451726    3517.356186   -5875.290674   -0.380496455   -6.439858533   -3.933163764
   2575.0000    1283.876317    3123.817198   -6098.689726   -0.471715062   -6.673457108   -3.510837801
   2576.0000    1252.886132    2717.103400   -6296.297383   -0.560925290   -6.878864176   -3.073754268
   2577.0000    1216.612895    2298.932344   -6467.283093   -0.647754624   -7.055231165   -2.623752862
   2578.0000    1175.210378    1871.068893   -6610.928243   -0.731840903   -7.201830203   -2.162723789
   2579.0000    1128.853739    1435.317904   -6726.628961   -0.812833672   -7.318056403   -1.692600213
   2580.0000    1077.738781     993.516791   -6813.898466   -0.890395484   -7.403429732   -1.215350679
   2581.0000    1022.081132     547.527989   -6872.368967   -0.964203140   -7.457596473   -0.732971518
   2582.0000     962.115355      99.231337   -6901.793095   -1.033948880   -7.480330310   -0.247479234
   2583.0000     898.093987    -349.483585   -6902.044894   -1.099341525   -7.471533045    0.239097112
   2584.0000     830.286514    -796.725163   -6873.120337   -1.160107563   -7.431234940    0.724723537
   2585.0000     758.978273   -1240.607452   -6815.137395   -1.215992191   -7.359594721    1.207368783
   2586.0000     684.469305   -1679.257880   -6728.335645   -1.266760305   -7.256899205    1.685011983
   2587.0000     607.073143   -2110.824909   -6613.075412   -1.312197443   -7.123562567    2.155650349
   2588.0000     527.115545   -2533.485652   -6469.836454   -1.352110676   -6.960125227    2.617306884
   2589.0000     444.933178   -2945.453396   -6299.216182   -1.386329443   -6.767252340    3.068038111
   2590.0000     360.872252   -3344.985035   -6101.927419   -1.414706332   -6.545731864    3.505941814
   2591.0000     275.287107   -3730.388370   -5878.795685   -1.437117794   -6.296472190    3.929164778
   2592.0000     188.538767   -4100.029250   -5630.756032   -1.453464793   -6.020499310    4.335910511
   2593.0000     100.993445   -4452.338528   -5358.849405   -1.463673373   -5.718953486    4.724446913
   2594.0000      13.021029   -4785.818812   -5064.218552   -1.467695146   -5.393085417    5.093113869
   2595.0000     -75.006471   -5099.050953   -4748.103480   -1.465507691   -5.044251862    5.440330724
   2596.0000    -162.716482   -5390.700271   -4411.836467   -1.457114840   -4.673910722    5.764603587
   2597.0000    -249.737456   -5659.522455   -4056.836643   -1.442546869   -4.283615559    6.064532421
   2598.0000    -335.700457   -5904.369132   -3684.604154   -1.421860565   -3.875009559    6.338817856
   2599.0000    -420.240749   -6124.193040   -3296.713921   -1.395139165   -3.449818927    6.586267671
   2600.0000    -502.999380   -6318.052806   -2894.809034   -1.362492172   -3.009845758    6.805802872
   2601.0000    -583.624748   -6485.117266   -2480.593781   -1.324055029   -2.556960370    6.996463320
   2602.0000    -661.774144   -6624.669320   -2055.826367   -1.279988649   -2.093093164    7.157412828
   2603.0000    -737.115265   -6736.109281   -1622.311333   -1.230478814   -1.620226033    7.287943683
   2604.0000    -809.327679   -6818.957694   -1181.891732   -1.175735421   -1.140383378    7.387480533
   2605.0000    -878.104253   -6872.857615    -736.441084   -1.115991594   -0.655622793    7.455583585
   2606.0000    -943.152509   -6897.576309    -287.855169   -1.051502648   -0.168025477    7.491951088
   2607.0000   -1004.195928   -6893.006379     161.956317   -0.982544942    0.320313550    7.496421049
   2608.0000   -1060.975170   -6859.166298     611.078173   -0.909414585    0.807295346    7.468972170
   2609.0000   -1113.249222   -6796.200343    1057.598148   -0.832426046    1.290826991    7.409723999
   2610.0000   -1160.796451   -6704.377941    1499.615377   -0.751910651    1.768831496    7.318936276
   2611.0000   -1203.415568   -6584.092414    1935.248750   -0.668214996    2.239257582    7.197007495
   2612.0000   -1240.926501   -6435.859149    2362.645175   -0.581699278    2.700089274    7.044472702
   2613.0000   -1273.171152   -6260.313201    2779.987692   -0.492735567    3.149355222    6.862000550
   2614.0000   -1300.014059   -6058.206340    3185.503377   -0.401706027    3.585137684    6.650389651
   2615.0000   -1321.342949   -5830.403576    3577.471017   -0.309001111    4.005581118    6.410564275
   2616.0000   -1337.069177   -5577.879183    3954.228504   -0.215017727    4.408900325    6.143569444
   2617.0000   -1347.128064   -5301.712241    4314.179921   -0.120157411    4.793388094    5.850565484
   2618.0000   -1351.479114   -5003.081742    4655.802281   -0.024824498    5.157422332    5.532822084
   2619.0000   -1350.106128   -4683.261287    4977.651902    0.070575677    5.499472632    5.191711936
   2620.0000   -1343.017217   -4343.613394    5278.370385    0.165638553    5.818106287    4.828704015
   2621.0000   -1330.244696   -3985.583479    5556.690185    0.259962070    6.111993721    4.445356556
   2622.0000   -1311.844886   -3610.693511    5811.439746    0.353148357    6.379913359    4.043309792
   2623.0000   -1287.897816   -3220.535407    6041.548198    0.444805355    6.620755926    3.624278501
   2624.0000   -1258.506823   -2816.764173    6246.049605    0.534548389    6.833528211    3.190044416
   2625.0000   -1223.798066   -2401.090848    6424.086750    0.622001672    7.017356293    2.742448532
   2626.0000   -1183.919947   -1975.275256    6574.914459    0.706799753    7.171488268    2.283383357
   2627.0000   -1139.042452   -1541.118618    6697.902457    0.788588893    7.295296498    1.814785125
   2628.0000   -1089.356407   -1100.456041    6792.537762    0.867028386    7.388279404    1.338626001
   2629.0000   -1035.072658    -655.148914    6858.426602    0.941791808    7.450062825    0.856906286
   2630.0000    -976.421177    -207.077225    6895.295874    1.012568217    7.480400972    0.371646641
   2631.0000    -913.650102     241.868153    6902.994132    1.079063284    7.479176990   -0.115119673
   2632.0000    -847.024705     689.793207    6881.492111    1.141000377    7.446403139   -0.601354533
   2633.0000    -776.826298    1134.808530    6830.882786    1.198121583    7.382220607   -1.085022674
   2634.0000    -703.351085    1575.037040    6751.380973    1.250188677    7.286898963   -1.564099392
   2635.0000    -626.908949    2008.621657    6643.322462    1.296984040    7.160835233   -2.036578232
   2636.0000    -547.822190    2433.732915    6507.162693    1.338311519    7.004552607   -2.500478662
   2637.0000    -466.424214    2848.576487    6343.474970    1.373997232    6.818698760   -2.953853737
   2638.0000    -383.058173    3251.400586    6152.948218    1.403890311    6.604043769   -3.394797736
   2639.0000    -298.075564    3640.503246    5936.384280    1.427863582    6.361477609   -3.821453774
   2640.0000    -211.834786    4014.239424    5694.694759    1.445814179    6.092007211   -4.232021360
   2641.0000    -124.699671    4371.027918    5428.897409    1.457664079    5.796753056   -4.624763894
   2642.0000     -37.037971    4709.358072    5140.112078    1.463360557    5.476945288   -4.998016060
   2643.0000      50.780166    5027.796220    4829.556215    1.462876556    5.133919335   -5.350191091
   2644.0000     138.383745    5324.991862    4498.539936    1.456210952    4.769111001   -5.679787854
   2645.0000     225.402487    5599.683525    4148.460687    1.443388723    4.384051059   -5.985397721
   2646.0000     311.468398    5850.704288    3780.797487    1.424461008    3.980359301   -6.265711168
   2647.0000     396.217337    6076.986929    3397.104793    1.399505039    3.559738081   -6.519524050
   2648.0000     479.290574    6277.568671    2999.005999    1.368623958    3.123965344   -6.745743486
   2649.0000     560.336339    6451.595498    2588.186594    1.331946500    2.674887173   -6.943393318
   2650.0000     639.011343    6598.326005    2166.387006    1.289626549    2.214409878   -7.111619066
   2651.0000     714.982273    6717.134766    1735.395168    1.241842554    1.744491668   -7.249692331
   2652.0000     787.927238    6807.515185    1297.038835    1.188796813    1.267133945   -7.357014608
   2653.0000     857.537185    6869.081821     853.177691    1.130714625    0.784372292   -7.433120439
   2654.0000     923.517240    6901.572155     405.695292    1.067843310    0.298267188   -7.477679895
   2655.0000     985.588005    6904.847810     -43.509124    1.000451109   -0.189105456   -7.490500332
   2656.0000    1043.486771    6878.895180    -492.528906    0.928825955   -0.675663888   -7.471527416
   2657.0000    1096.968663    6823.825496    -939.458302    0.853274151   -1.159330158   -7.420845389
   2658.0000    1145.807701    6739.874308   -1382.400761    0.774118934   -1.638039723   -7.338676593
   2659.0000    1189.797765    6627.400396   -1819.477184    0.691698961   -2.109750964   -7.225380233
   2660.0000    1228.753481    6486.884112   -2248.834081    0.606366717   -2.572454527   -7.081450415
   2661.0000    1262.510993    6318.925170   -2668.651590    0.518486855   -3.024182422   -6.907513480
   2662.0000    1290.928650    6124.239901   -3077.151308    0.428434500   -3.463016820   -6.704324659
   2663.0000    1313.887575    5903.657990   -3472.603913    0.336593504   -3.887098492   -6.472764099
   2664.0000    1331.292142    5658.118711   -3853.336525    0.243354692   -4.294634839   -6.213832306
   2665.0000    1343.070337    5388.666711   -4217.739772    0.149114088   -4.683907462   -5.928645055
   2666.0000    1349.174021    5096.447334   -4564.274550    0.054271154   -5.053279256   -5.618427824
   2667.0000    1349.579079    4782.701548   -4891.478417   -0.040772958   -5.401200994   -5.284509806
   2668.0000    1344.285476    4448.760489   -5197.971640   -0.135617133   -5.726217378   -4.928317557
   2669.0000    1333.317197    4096.039657   -5482.462829   -0.229861980   -6.026972568   -4.551368351
   2670.0000    1316.722102    3726.032796   -5743.754180   -0.323111482   -6.302215167   -4.155263264
   2671.0000    1294.571666    3340.305491   -5980.746289   -0.414974598   -6.550802692   -3.741680070
   2672.0000    1266.960642    2940.488511   -6192.442541   -0.505066809   -6.771705519   -3.312365976
   2673.0000    1234.006622    2528.270934   -6377.953049   -0.593011618   -6.964010345   -2.869130236
   2674.0000    1195.849509    2105.393073   -6536.498162   -0.678441987   -7.126923159   -2.413836684
   2675.0000    1152.650912    1673.639241   -6667.411508   -0.761001718   -7.259771776   -1.948396204
   2676.0000    1104.593454    1234.830377   -6770.142594   -0.840346782   -7.362007920   -1.474759171
   2677.0000    1051.880004     790.816557   -6844.258949   -0.916146591   -7.433208913   -0.994907856
   2678.0000     994.732832     343.469416   -6889.447805   -0.988085210   -7.473078961   -0.510848827
   2679.0000     933.392696    -105.325491   -6905.517332   -1.055862531   -7.481450069   -0.024605332
   2680.0000     868.117857    -553.676380   -6892.397407   -1.119195382   -7.458282582    0.461790326
   2681.0000     799.183034    -999.692946   -6850.139930   -1.177818596   -7.403665383    0.946304432
   2682.0000     726.878290   -1441.494069   -6778.918674   -1.231486028   -7.317815713    1.426909509
   2683.0000     651.507859   -1877.215506   -6679.028685   -1.279971526   -7.201078642    1.901592001
   2684.0000     573.388925   -2305.017532   -6550.885214   -1.323069849   -7.053926162    2.368359968
   2685.0000     492.850334   -2723.092521   -6395.022186   -1.360597535   -6.876955894    2.825250808
   2686.0000     410.231268   -3129.672434   -6212.090211   -1.392393714   -6.670889386    3.270338992
   2687.0000     325.879863   -3523.036191   -6002.854123   -1.418320862   -6.436569986    3.701743807
   2688.0000     240.151788   -3901.516907   -5768.190059   -1.438265486   -6.174960260    4.117637091
   2689.0000     153.408787   -4263.508953   -5509.082078   -1.452138746   -5.887138937    4.516250932
   2690.0000      66.017179   -4607.474823   -5226.618313   -1.459876983   -5.574297351    4.895885306
   2691.0000     -21.653664   -4931.951768   -4921.986670   -1.461442180   -5.237735354    5.254915625
   2692.0000    -109.232868   -5235.558172   -4596.470083   -1.456822308   -4.878856702    5.591800133
   2693.0000    -196.349623   -5516.999633   -4251.441322   -1.446031582   -4.499163873    5.905087121
   2694.0000    -282.634763   -5775.074718   -3888.357384   -1.429110596   -4.100252332    6.193421897
   2695.0000    -367.722349   -6008.680354   -3508.753467   -1.406126344   -3.683804235    6.455553451
   2696.0000    -451.251253   -6216.816829   -3114.236562   -1.377172110   -3.251581577    6.690340763
   2697.0000    -532.866725   -6398.592360   -2706.478673   -1.342367226   -2.805418817    6.896758677
   2698.0000    -612.221948   -6553.227210   -2287.209699   -1.301856691   -2.347214986    7.073903293
   2699.0000    -688.979563   -6680.057314   -1858.210016   -1.255810652   -1.878925336    7.220996811
   2700.0000    -762.813155   -6778.537387   -1421.302777   -1.204423740   -1.402552562    7.337391760
   2701.0000    -833.408706   -6848.243505    -978.345982   -1.147914265   -0.920137658    7.422574583
   2702.0000    -900.465978   -6888.875114    -531.224354   -1.086523272   -0.433750464    7.476168501
   2703.0000    -963.699857   -6900.256476     -81.841066   -1.020513464    0.054520013    7.497935655
   2704.0000   -1022.841607   -6882.337523     367.890643   -0.950167997    0.542575453    7.487778465
   2705.0000   -1077.640063   -6835.194117     816.055901   -0.875789154    1.028318152    7.445740203
   2706.0000   -1127.862736   -6759.027718    1260.746659   -0.797696910    1.509660959    7.372004779
   2707.0000   -1173.296828   -6654.164450    1700.070094   -0.716227406    1.984537133    7.266895726
   2708.0000   -1213.750155   -6521.053587    2132.156944   -0.631731327    2.450910055    7.130874407
   2709.0000   -1249.051968   -6360.265461    2555.169702   -0.544572219    2.906782699    6.964537466
   2710.0000   -1279.053672   -6172.488805    2967.310639   -0.455124750    3.350206810    6.768613560
   2711.0000   -1303.629444   -5958.527565    3366.829608   -0.363772920    3.779291717    6.543959406
   2712.0000   -1322.676734   -5719.297188    3752.031597   -0.270908256    4.192212723    6.291555195
   2713.0000   -1336.116664   -5455.820422    4121.283980   -0.176927986    4.587219030    6.012499430
   2714.0000   -1343.894316   -5169.222660    4473.023452   -0.082233223    4.962641148    5.708003246
   2715.0000   -1345.978910   -4860.726852    4805.762602    0.012772850    5.316897776    5.379384272
   2716.0000   -1342.363873   -4531.648018    5118.096109    0.107686755    5.648502115    5.028060098
   2717.0000   -1333.066807   -4183.387408    5408.706536    0.202106472    5.956067620    4.655541407
   2718.0000   -1318.129348   -3817.426322    5676.369700    0.295633139    6.238313173    4.263424843
   2719.0000   -1297.616929   -3435.319650    5919.959612    0.387872704    6.494067692    3.853385650
   2720.0000   -1271.618439   -3038.689142    6138.452968    0.478437523    6.722274184    3.427170154
   2721.0000   -1240.245798   -2629.216454    6330.933181    0.566947897    6.921993263    2.986588125
   2722.0000   -1203.633429   -2208.636005    6496.593963    0.653033546    7.092406143    2.533505049
   2723.0000   -1161.937657   -1778.727657    6634.742430    0.736335022    7.232817151    2.069834366
   2724.0000   -1115.336013   -1341.309269    6744.801747    0.816505053    7.342655761    1.597529676
   2725.0000   -1064.026470    -898.229137    6826.313306    0.893209836    7.421478186    1.118576941
   2726.0000   -1008.226591    -451.358353    6878.938432    0.966130257    7.468968557    0.634986701
   2727.0000    -948.172618      -2.583106    6902.459624    1.034963058    7.484939693    0.148786306
   2728.0000    -884.118486     446.203057    6896.781336    1.099421951    7.469333490   -0.337987834
   2729.0000    -816.334772     893.106972    6861.930285    1.159238665    7.422220937   -0.823297978
   2730.0000    -745.107582    1336.243599    6798.055300    1.214163953    7.343801765   -1.305112766
   2731.0000    -670.737385    1773.743728    6705.426710    1.263968532    7.234403726   -1.781414910
   2732.0000    -593.537786    2203.761627    6584.435269    1.308443982    7.094481510   -2.250208884
   2733.0000    -513.834246    2624.482619    6435.590621    1.347403575    6.924615276   -2.709528585
   2734.0000    -431.962763    3034.130554    6259.519303    1.380683062    6.725508790   -3.157444990
   2735.0000    -348.268496    3430.975164    6056.962291    1.408141386    6.497987156   -3.592073784
   2736.0000    -263.104354    3813.339261    5828.772093    1.429661338    6.242994116   -4.011582946
   2737.0000    -176.829549    4179.605767    5575.909381    1.445150137    5.961588899   -4.414200289
   2738.0000     -89.808115    4528.224532    5299.439176    1.454539938    5.654942597   -4.798220907
   2739.0000      -2.407397    4857.718932    5000.526593    1.457788247    5.324334059   -5.162014519
   2740.0000      85.003481    5166.692193    4680.432146    1.454878256    4.971145269   -5.504032654
   2741.0000     172.055162    5453.833430    4340.506623    1.445819068    4.596856217   -5.822815653
   2742.0000     258.379619    5717.923360    3982.185560    1.430645826    4.203039235   -6.116999414
   2743.0000     343.611713    5957.839658    3606.983305    1.409419715    3.791352823   -6.385321855
   2744.0000     427.390757    6172.561930    3216.486718    1.382227858    3.363534947   -6.626629015
   2745.0000     509.362064    6361.176266    2812.348504    1.349183076    2.921395852   -6.839880761
   2746.0000     589.178480    6522.879349    2396.280226    1.310423525    2.466810386   -7.024156013
   2747.0000     666.501888    6656.982088    1970.045021    1.266112193    2.001709899   -7.178657460
   2748.0000     741.004680    6762.912756    1535.450042    1.216436270    1.528073732   -7.302715702
   2749.0000     812.371187    6840.219602    1094.338675    1.161606380    1.047920360   -7.395792760
   2750.0000     880.299058    6888.572931     648.582570    1.101855681    0.563298251   -7.457484935
   2751.0000     944.500582    6907.766616     200.073512    1.037438843    0.076276482   -7.487524955
   2752.0000    1004.703947    6897.719051    -249.284809    0.968630896   -0.411064789   -7.485783403
   2753.0000    1060.654418    6858.473531    -697.585094    0.895725969   -0.896643953   -7.452269397
   2754.0000    1112.115450    6790.198044   -1142.924745    0.819035928   -1.378387585   -7.387130513
   2755.0000    1158.869703    6693.184498   -1583.414153    0.738888910   -1.854240023   -7.290651962
   2756.0000    1200.719975    6567.847365   -2017.184911    0.655627784   -2.322172813   -7.163255018
   2757.0000    1237.490038    6414.721776   -2442.397915    0.569608539   -2.780193953   -7.005494729
   2758.0000    1269.025373    6234.461062   -2857.251298    0.481198612   -3.226356863   -6.818056937
   2759.0000    1295.193808    6027.833766   -3259.988176    0.390775178   -3.658769032   -6.601754639
   2760.0000    1315.886050    5795.720153   -3648.904154    0.298723413   -4.075600268   -6.357523738
   2761.0000    1331.016112    5539.108232   -4022.354551    0.205434732   -4.475090538   -6.086418236
   2762.0000    1340.521634    5259.089327   -4378.761339    0.111305033   -4.855557317   -5.789604917
   2763.0000    1344.364102    4956.853215   -4716.619730    0.016732943   -5.215402459   -5.468357581
   2764.0000    1342.528954    4633.682875   -5034.504422   -0.077881910   -5.553118540   -5.124050880
   2765.0000    1335.025598    4290.948865   -5331.075451   -0.172140600   -5.867294670   -4.758153827
   2766.0000    1321.887312    3930.103369   -5605.083658   -0.265646575   -6.156621779   -4.372223014
   2767.0000    1303.171057    3552.673946   -5855.375729   -0.358007269   -6.419897366   -3.967895609
   2768.0000    1278.957186    3160.257003   -6080.898817   -0.448835685   -6.656029728   -3.546882168
   2769.0000    1249.349072    2754.511035   -6280.704730   -0.537751911   -6.864041686   -3.110959308
   2770.0000    1214.472631    2337.149654   -6453.953670   -0.624384585   -7.043073816   -2.661962283
   2771.0000    1174.475770    1909.934436   -6599.917529   -0.708372310   -7.192387226   -2.201777482
   2772.0000    1129.527747    1474.667618   -6717.982728   -0.789365004   -7.311365874   -1.732334881
   2773.0000    1079.818454    1033.184667   -6807.652610   -0.867025201   -7.399518477   -1.255600467
   2774.0000    1025.557623     587.346747   -6868.549368   -0.941029294   -7.456480007   -0.773568640
   2775.0000     966.973955     139.033107   -6900.415528   -1.011068730   -7.482012808   -0.288254604
   2776.0000     904.314185    -309.866584   -6903.114962   -1.076851149   -7.476007343    0.198313257
   2777.0000     837.842079    -757.459943   -6876.633453   -1.138101480   -7.438482574    0.684101008
   2778.0000     767.837359   -1201.859579   -6821.078798   -1.194562979   -7.369585986    1.167076813
   2779.0000     694.594579   -1641.190803   -6736.680452   -1.245998231   -7.269593254    1.645218597
   2780.0000     618.421934   -2073.599296   -6623.788711   -1.292190097   -7.138907537    2.116521738
   2781.0000     539.640017   -2497.258729   -6482.873431   -1.332942606   -6.978058396    2.579006772
   2782.0000     458.580521   -2910.378307   -6314.522292   -1.368081806   -6.787700322    3.030727124
   2783.0000     375.584897   -3311.210206   -6119.438585   -1.397456546   -6.568610833    3.469776848
   2784.0000     291.002963   -3698.056890   -5898.438546   -1.420939210   -6.321688152    3.894298365
   2785.0000     205.191469   -4069.278271   -5652.448221   -1.438426369   -6.047948402    4.302490189
   2786.0000     118.512632   -4423.298683   -5382.499868   -1.449839367   -5.748522327    4.692614601
   2787.0000      31.332631   -4758.613654   -5089.727905   -1.455124827   -5.424651495    5.063005247
   2788.0000     -55.979921   -5073.796422   -4775.364401   -1.454255061   -5.077683968    5.412074623
   2789.0000    -143.055529   -5367.504185   -4440.734125   -1.447228382   -4.709069430    5.738321394
   2790.0000    -229.525381   -5638.484034   -4087.249160   -1.434069312   -4.320353756    6.040337503
   2791.0000    -315.022927   -5885.578551   -3716.403106   -1.414828675   -3.913173011    6.316815007
   2792.0000    -399.185454   -6107.731023   -3329.764866   -1.389583562   -3.489246903    6.566552584
   2793.0000    -481.655659   -6303.990255   -2928.972074   -1.358437169   -3.050371688    6.788461652
   2794.0000    -562.083205   -6473.514931   -2515.724153   -1.321518506   -2.598412550    6.981572026
   2795.0000    -640.126263   -6615.577513   -2091.775053   -1.278981956   -2.135295498    7.145037066
   2796.0000    -715.453010   -6729.567636   -1658.925704   -1.231006703   -1.662998810    7.278138245
   2797.0000    -787.743102   -6814.994974   -1219.016201   -1.177796011   -1.183544080    7.380289088
   2798.0000    -856.689093   -6871.491569    -773.917786   -1.119576367   -0.698986923    7.451038432
   2799.0000    -921.997798   -6898.813578    -325.524646   -1.056596489   -0.211407412    7.490072958
   2800.0000    -983.391592   -6896.842455     124.254415   -0.989126195    0.277099694    7.497218983
   2801.0000   -1040.609645   -6865.585533     573.504388   -0.917455155    0.764434846    7.472443455
   2802.0000   -1093.409064   -6805.176013    1020.312507   -0.841891528    1.248503652    7.415854166
   2803.0000   -1141.565969   -6715.872358    1462.776686   -0.762760492    1.727226782    7.327699173
   2804.0000   -1184.876459   -6598.057094    1899.013899   -0.680402684    2.198549778    7.208365418
   2805.0000   -1223.157496   -6452.235028    2327.168452   -0.595172563    2.660452653    7.058376590
   2806.0000   -1256.247681   -6279.030898    2745.420105   -0.507436706    3.110959247    6.878390242
   2807.0000   -1284.007930   -6079.186470    3151.991998   -0.417572054    3.548146243    6.669194200
   2808.0000   -1306.322043   -5853.557107    3545.158349   -0.325964131    3.970151793    6.431702317
   2809.0000   -1323.097162   -5603.107833    3923.251866   -0.233005227    4.375183700    6.166949616
   2810.0000   -1334.264124   -5328.908918    4284.670860   -0.139092592    4.761527117    5.876086883
   2811.0000   -1339.777706   -5032.131025    4627.886016   -0.044626622    5.127551714    5.560374772
   2812.0000   -1339.616758   -4714.039930    4951.446799    0.049990928    5.471718302    5.221177476
   2813.0000   -1333.784231   -4375.990873    5253.987463    0.144358704    5.792584897    4.859956037
   2814.0000   -1322.307103   -4019.422559    5534.232657    0.238077474    6.088812198    4.478261352
   2815.0000   -1305.236199   -3645.850844    5791.002597    0.330751804    6.359168511    4.077726924
   2816.0000   -1282.645916   -3256.862148    6023.217802    0.421991681    6.602534102    3.660061432
   2817.0000   -1254.633850   -2854.106619    6229.903375    0.511414076    6.817904998    3.227041147
   2818.0000   -1221.320331   -2439.291088    6410.192833    0.598644450    7.004396271    2.780502257
   2819.0000   -1182.847872   -2014.171840    6563.331464    0.683318195    7.161244805    2.322333114
   2820.0000   -1139.380528   -1580.547236    6688.679229    0.765082017    7.287811592    1.854466459
   2821.0000   -1091.103180   -1140.250207    6785.713189    0.843595250    7.383583558    1.378871622
   2822.0000   -1038.220740    -695.140656    6854.029467    0.918531115    7.448174970    0.897546738
   2823.0000    -980.957278    -247.097787    6893.344744    0.989577914    7.481328426    0.412510962
   2824.0000    -919.555088     201.987620    6903.497288    1.056440175    7.482915447   -0.074203288
   2825.0000    -854.273677     650.220944    6884.447516    1.118839729    7.452936704   -0.560558067
   2826.0000    -785.388698    1095.711479    6836.278096    1.176516745    7.391521857   -1.044517627
   2827.0000    -713.190820    1536.580154    6759.193585    1.229230702    7.298929048   -1.524056117
   2828.0000    -637.984541    1970.967219    6653.519602    1.276761313    7.175544011   -1.997165274
   2829.0000    -560.086947    2397.039865    6519.701546    1.318909396    7.021878814   -2.461862099
   2830.0000    -479.826422    2812.999760    6358.302846    1.355497684    6.838570220   -2.916196515
   2831.0000    -397.541311    3217.090465    6170.002760    1.386371580    6.626377638   -3.358259018
   2832.0000    -313.578536    3607.604730    5955.593712    1.411399850    6.386180663   -3.786188281
   2833.0000    -228.292175    3982.891615    5715.978171    1.430475249    6.118976171   -4.198178725
   2834.0000    -142.042010    4341.363431    5452.165081    1.443515069    5.825874962   -4.592488022
   2835.0000     -55.192035    4681.502461    5165.265844    1.450461612    5.508097912   -4.967444498
   2836.0000      31.891055    5001.867440    4856.489861    1.451282578    5.166971636   -5.321454408
   2837.0000     118.839396    5301.099753    4527.139640    1.445971351    4.803923638   -5.653009049
   2838.0000     205.285504    5577.929331    4178.605487    1.434547189    4.420476935   -5.960691646
   2839.0000     290.863827    5831.180210    3812.359788    1.417055304    4.018244160   -6.243183980
   2840.0000     375.212309    6059.775711    3429.950906    1.393566822    3.598921150   -6.499272689
   2841.0000     457.973931    6262.743235    3032.996707    1.364178628    3.164280010   -6.727855202
   2842.0000     538.798258    6439.218610    2623.177747    1.329013077    2.716161708   -6.927945228
   2843.0000     617.342948    6588.449994    2202.230141    1.288217575    2.256468192   -7.098677761
   2844.0000     693.275242    6709.801283    1771.938151    1.241964031    1.787154098   -7.239313536
   2845.0000     766.273415    6802.755015    1334.126522    1.190448171    1.310218070   -7.349242892
   2846.0000     836.028180    6866.914740     890.652604    1.133888720    0.827693769   -7.427988987
   2847.0000     902.244039    6902.006847     443.398310    1.072526457    0.341640605   -7.475210338
   2848.0000     964.640578    6907.881819      -5.738071    1.006623142   -0.145865722   -7.490702640
   2849.0000    1022.953686    6884.514930    -454.850137    0.936460327   -0.632742807   -7.474399856
   2850.0000    1076.936708    6832.006354    -902.031679    0.862338056   -1.116911182   -7.426374552
   2851.0000    1126.361509    6750.580702   -1345.384994    0.784573466   -1.596303942   -7.346837473
   2852.0000    1171.019459    6640.585979   -1783.029137    0.703499294   -2.068876272   -7.236136382
   2853.0000    1210.722320    6502.491980   -2213.108096    0.619462319   -2.532614813   -7.094754154
   2854.0000    1245.303040    6336.888127   -2633.798815    0.532821726   -2.985546789   -6.923306164
   2855.0000    1274.616450    6144.480767   -3043.319053    0.443947428   -3.425748840   -6.722537003
   2856.0000    1298.539852    5926.089953   -3439.935021    0.353218352   -3.851355498   -6.493316553
   2857.0000    1316.973510    5682.645725   -3821.968768    0.261020692   -4.260567257   -6.236635473
